training,test
0.7033395989974938,0.7174479166666666
0.7090350877192982,0.74609375
0.698703007518797,0.7318709935897436
0.7074185463659148,0.7357772435897436
0.704467418546366,0.7407852564102564
0.7002694235588972,0.7293669871794872
0.7101190476190476,0.7213541666666666
0.7038471177944862,0.722255608974359
0.7111654135338346,0.7391826923076923
0.6992355889724311,0.7181490384615384
0.7052067669172932,0.7322716346153846
0.7040100250626566,0.7259615384615384
0.6991228070175438,0.7320713141025641
0.7061967418546365,0.7287660256410257
0.6967230576441102,0.7321714743589743
0.7046365914786967,0.7320713141025641
0.6937468671679198,0.71484375
0.6876190476190476,0.7208533653846154
0.6988972431077695,0.7240584935897436
0.7068233082706767,0.7362780448717948
0.692875939849624,0.7099358974358975
0.7051127819548872,0.7339743589743589
0.6978947368421052,0.7201522435897436
0.7029135338345864,0.7176482371794872
0.7089411027568923,0.7310697115384616
0.7088784461152883,0.7307692307692307
0.7018922305764411,0.7289663461538461
0.708765664160401,0.7419871794871795
0.7006203007518796,0.7251602564102564
0.7052944862155388,0.7325721153846154
