training,test
0.7422500969624731,0.6651609260304913
0.7367728996982339,0.6572557876905702
0.7321754595075253,0.6597967250141163
0.7415879142189554,0.6614906832298136
0.7399135378532036,0.6653020892151327
0.7392702746166435,0.6668548842461886
0.7415879142189554,0.6701016374929418
0.7281077655116308,0.6524562394127611
0.741663592246786,0.6565499717673631
0.7404716633084542,0.6533032185206098
0.7378702311017775,0.6585262563523433
0.736385049805602,0.6573969508752118
0.7397527220440635,0.6671372106154715
0.7369242557538951,0.6648785996612083
0.7333957677062936,0.6679841897233202
0.7378513115948199,0.664455110107284
0.7404905828154118,0.661631846414455
0.7274266632611555,0.6595143986448334
0.7309362318017992,0.6629023150762281
0.7373499446604421,0.6722190852625635
0.7124802527646129,0.6407396950875212
0.7407649156662978,0.653020892151327
0.7396392050023176,0.6671372106154715
0.7404054450341024,0.6599378881987578
0.7370283130421621,0.6643139469226426
0.7415879142189554,0.6698193111236589
0.7327241252092971,0.6612083568605308
0.7385324138452952,0.6620553359683794
0.7323551948236229,0.6444099378881988
0.7264523086528365,0.6669960474308301
