training,test
0.7971484648464846,0.8110060014240668
0.7992236723672367,0.8135489777235276
0.7989861486148615,0.8146678872952904
0.7996174617461747,0.8135489777235276
0.7987548754875488,0.8130403824636354
0.7990486548654866,0.8122266300478079
0.7992424242424242,0.8124300681517648
0.798486098609861,0.8131421015156138
0.7991736673667367,0.8094802156443902
0.7996799679967996,0.8144644491913335
0.7993549354935493,0.8134472586715492
0.7988861386138614,0.8143627301393551
0.7991924192419242,0.8149730444512258
0.7980548054805481,0.8121249109958295
0.7988423842384238,0.8122266300478079
0.7929417941794179,0.800325500966331
0.7997112211221122,0.8137524158274845
0.7944231923192319,0.8021564439019429
0.798929892989299,0.812938663411657
0.7985298529852985,0.8137524158274845
0.7982298229822983,0.8121249109958295
0.7985548554855485,0.8118197538398942
0.7981485648564857,0.8124300681517648
0.799067406740674,0.8122266300478079
0.7982110711071108,0.8139558539314413
0.7993236823682368,0.8137524158274845
0.798561106110611,0.8090733394364764
0.7981860686068607,0.8117180347879158
0.7978047804780478,0.8130403824636354
0.7996799679967996,0.8118197538398942
