training,test
0.786354117830911,0.7874121537825548
0.7854289732770745,0.7854485324514262
0.7861228316924519,0.7868954113269946
0.786629160806376,0.7869987598181066
0.7853539615564932,0.7864820173625465
0.7857790279731208,0.7873088052914428
0.7861165807157369,0.7873088052914428
0.7801531489295203,0.7715998346424142
0.7806282231598687,0.7722199255890864
0.7874605407094859,0.7942331541959488
0.7855227379278013,0.7860686233980984
0.7854914830442257,0.7819346837536172
0.7858540396937022,0.7888590326581232
0.7853477105797781,0.7888590326581232
0.7862791061103297,0.7879288962381149
0.7858290357868417,0.7854485324514262
0.7856352555086732,0.7849317899958661
0.7858102828566964,0.7866887143447705
0.7868729488982653,0.7918561389003721
0.7860603219253008,0.7837949565936337
0.7859102984841382,0.7889623811492352
0.781647132364432,0.7714964861513022
0.7867791842475387,0.7910293509714759
0.7862603531801844,0.7887556841670111
0.7870229723394281,0.7907193054981397
0.7873105172683231,0.7864820173625465
0.7845288326300984,0.784931789995866
0.7859915611814347,0.7842083505580818
0.7844038130957962,0.7814179412980571
0.7846288482575402,0.7820380322447292
