training,test
0.7445080464964475,0.7835588972431078
0.7484873590921644,0.7833583959899749
0.7476211995681755,0.7807518796992481
0.7456127137154478,0.7781453634085213
0.743547739198112,0.7839598997493734
0.7386143958223494,0.7738345864661654
0.7465290853857548,0.7780451127819549
0.7478346011900279,0.7832581453634085
0.7470563129220958,0.7796491228070175
0.7428573221862368,0.7813533834586466
0.743020511661771,0.7841604010025063
0.7422924355401571,0.7869674185463659
0.7412191509126057,0.7743358395989974
0.7443448570209134,0.7828571428571428
0.7456189902337376,0.7805513784461153
0.7477592829705506,0.7757393483709273
0.7476588586779142,0.7815538847117794
0.749472772463659,0.7863659147869674
0.7489832040370565,0.7769423558897244
0.7452486756546408,0.7846616541353384
0.7481484271045166,0.7818546365914787
0.7473136501719766,0.7818546365914787
0.7437674173382541,0.7832581453634085
0.7441816675453792,0.7873684210526316
0.7321119228741433,0.7683208020050125
0.7456754788983455,0.7839598997493734
0.7469935477391981,0.7821553884711779
0.7447591072280385,0.7816541353383458
0.7448595315206749,0.78265664160401
0.7470563129220958,0.7812531328320802
