training,test
0.799782811829179,0.7947434292866082
0.7990167605289963,0.7946043665693228
0.7987894705827883,0.7941871784174663
0.7997323029522438,0.7911277986371854
0.7963397900514348,0.7975246836323182
0.7921475532658198,0.77736058962592125
0.7877027720955291,0.7880684188569045
0.762759805035735,0.723404255319149
0.7977540386056182,0.78820748157419
0.7848237661102272,0.7790293422333472
0.7975604212440336,0.788763732443332
0.7822225589480685,0.7784730913642053
0.800296318744686,0.7943262411347518
0.7975604212440336,0.790154359616187
0.7873407918108274,0.7927965512446113
0.7988989064828144,0.7925184258100403
0.7873492099569833,0.7907106104853289
0.795758937966681,0.7976637463496037
0.801045533752557,0.7889027951606175
0.799555521882971,0.7908496732026143
0.7973583857362931,0.7869559171186205
0.7889234032881279,0.7929356139618968
0.7970553324746824,0.7907106104853289
0.786448468318307,0.7717980809345014
0.7989494153597495,0.7900152968989014
0.7972910405670464,0.7969684327631762
0.7992187960367367,0.7869559171186206
0.797594093828657,0.7891809205951884
0.7881068431110101,0.7891809205951884
0.7996397033445295,0.7941871784174662
