training,test
0.768334771354616,0.7899543378995434
0.7607075064710958,0.7725773718924404
0.7841328731665229,0.8307965499746321
0.7781018119068163,0.8259766615930999
0.7814236410698878,0.828386605783866
0.7844521138912856,0.8310502283105022
0.7794909404659189,0.8069507864028412
0.7830284728213978,0.8323186199898529
0.7801380500431406,0.8273718924403856
0.7804314063848145,0.8273718924403856
0.780923209663503,0.8295281582952816
0.7476617773943054,0.7434043632673769
0.7849611734253666,0.8315575849822425
0.7847799827437446,0.830289193302892
0.7829680759275237,0.830416032470827
0.7819154443485764,0.8271182141045155
0.7787230371009491,0.8262303399289701
0.775746333045729,0.8023845763571791
0.775090595340811,0.8163368848300355
0.7835979292493529,0.8288939624556063
0.7829421915444349,0.8299086757990868
0.7676704055220017,0.7905885337392187
0.7713546160483176,0.7897006595636732
0.7777911993097498,0.8266108574327753
0.7787834339948231,0.8248351090816844
0.7714236410698878,0.7905885337392187
0.7841328731665229,0.830289193302892
0.7814236410698878,0.8278792491121258
0.781846419327006,0.8267376966007103
0.7820793787748058,0.8288939624556063
