training,test
0.7283820983625167,0.6596555618294748
0.7246644152453388,0.6510446075663467
0.7371985886047809,0.6674195369847544
0.7196507459015618,0.6578204404291361
0.7326011484140723,0.6699604743083004
0.7328281824975641,0.665725578769057
0.7347106734398502,0.6852060982495765
0.7358174645968726,0.6734895539243365
0.7344741796028795,0.6695369847543761
0.7254779540445175,0.6540090344438171
0.734720133193329,0.6869000564652739
0.7353728561833679,0.6706662902315076
0.7340674102032901,0.6668548842461886
0.7334619859806454,0.6621964991530209
0.7371607495908656,0.6785714285714286
0.7130762172337789,0.6497741389045737
0.7360066596664491,0.6566911349520045
0.7355998902668597,0.6684076792772445
0.7176074391501358,0.6435629587803501
0.7380405066643964,0.6653020892151327
0.7335660432689124,0.6585262563523433
0.7381351041991846,0.6582439299830604
0.73278088373017,0.6725014116318464
0.7328187227440853,0.6616318464144552
0.7291672579012591,0.6609260304912479
0.7074760431743149,0.6357989836250706
0.7368674972330221,0.6606437041219649
0.7379364493761292,0.6588085827216262
0.7317213913405417,0.6722190852625635
0.7338687553802348,0.6653020892151327
