training,test
0.6802067669172932,0.7126402243589743
0.6773872180451128,0.7009214743589743
0.6871115288220552,0.7089342948717948
0.6828884711779448,0.711738782051282
0.6834085213032581,0.7239583333333334
0.6795989974937343,0.7042267628205128
0.6807957393483709,0.6969150641025641
0.6839097744360902,0.7094350961538461
0.6811842105263158,0.6988181089743589
0.6789285714285714,0.7220552884615384
0.6774498746867168,0.7071314102564102
0.6943421052631579,0.7157451923076923
0.6979135338345864,0.7231570512820513
0.6807080200501253,0.7034254807692307
0.6837468671679198,0.7055288461538461
0.6809461152882206,0.7164463141025641
0.6898370927318296,0.7135416666666666
0.6903571428571429,0.7114383012820513
0.6845300751879699,0.7028245192307693
0.6796177944862155,0.6986177884615384
0.6769799498746867,0.7016225961538461
0.6826378446115288,0.7084334935897436
0.6822305764411027,0.7034254807692307
0.6779636591478697,0.6970152243589743
0.5556203007518797,0.5675080128205128
0.6823308270676691,0.706229967948718
0.6776065162907268,0.708233173076923
0.7078132832080201,0.7444911858974359
0.6858959899749374,0.7076322115384616
0.5,0.5
