training,test
0.6792543859649123,0.7081330128205128
0.6716165413533834,0.6885016025641025
0.674047619047619,0.6896033653846154
0.6747619047619048,0.6885016025641025
0.6659649122807018,0.6762820512820513
0.6826002506265664,0.7096354166666666
0.6784398496240601,0.7038261217948718
0.6752882205513785,0.6982171474358975
0.6769486215538847,0.7028245192307693
0.6678822055137844,0.6859975961538461
0.6753383458646617,0.6967147435897436
0.6776879699248121,0.703525641025641
0.6762155388471178,0.7028245192307693
0.6752380952380952,0.6952123397435898
0.6720488721804512,0.6897035256410257
0.6774812030075188,0.69921875
0.6767105263157894,0.7006209935897436
0.6710338345864661,0.6860977564102564
0.6780451127819549,0.7071314102564102
0.6717606516290727,0.6873998397435898
0.6747556390977444,0.6907051282051282
0.6788032581453635,0.707431891025641
0.6793233082706767,0.7035256410256411
0.66654761904761906,0.6775841346153846
0.6764912280701755,0.695713141025641
0.676046365914787,0.6952123397435898
0.681015037593985,0.7049278846153846
0.6711215538847117,0.6871995192307693
0.6793734335839599,0.7123397435897436
0.6820238095238095,0.7103365384615384
