X,Y,FID,CountyName,PopulationCensus16,IGEasting,IGNorthing,Lat,Long,UniqueGeographicIdentifier,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,TimeStampDate
-6.34419999999994,53.0205,2392,Wicklow,142425,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,678,476.040021063718,,2020/05/30 00:00:00+00
-6.83669999999995,52.7168,2393,Carlow,56932,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,158,277.524063795405,,2020/05/31 00:00:00+00
-7.29369999999994,53.9878,2394,Cavan,76176,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,843,1106.64776307498,,2020/05/31 00:00:00+00
-8.98889999999994,52.8917000000001,2395,Clare,118817,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,368,309.719989563783,,2020/05/31 00:00:00+00
-8.63719999999995,51.9517000000001,2396,Cork,542868,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1518,279.62598642764,,2020/05/31 00:00:00+00
-7.95999999999998,54.8989,2397,Donegal,159192,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,462,290.215588723051,,2020/05/31 00:00:00+00
-6.29199999999997,53.3605000000001,2398,Dublin,1347359,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,11999,890.557008191581,,2020/05/31 00:00:00+00
-8.73619999999994,53.3705,2399,Galway,258058,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,479,185.617186833968,,2020/05/31 00:00:00+00
-9.56499999999994,52.1689000000001,2400,Kerry,147707,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,307,207.843907194649,,2020/05/31 00:00:00+00
-6.78369999999995,53.2380000000001,2401,Kildare,222504,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1447,650.325387408766,,2020/05/31 00:00:00+00
-7.21749999999997,52.5816,2402,Kilkenny,99232,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,341,343.639148661722,,2020/05/31 00:00:00+00
-7.34229999999997,52.9952000000001,2403,Laois,84697,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,256,302.253916903786,,2020/05/31 00:00:00+00
-7.99389999999994,54.1261000000001,2404,Leitrim,32044,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,81,252.777431032331,,2020/05/31 00:00:00+00
-8.74119999999994,52.5255000000001,2405,Limerick,194899,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,578,296.563861281997,,2020/05/31 00:00:00+00
-7.69519999999994,53.7325000000001,2406,Longford,40873,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,284,694.835221295232,,2020/05/31 00:00:00+00
-6.48699999999997,53.9161,2407,Louth,128884,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,775,601.315911982868,,2020/05/31 00:00:00+00
-9.25369999999998,53.9191000000001,2408,Mayo,130507,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,568,435.225696705924,,2020/05/31 00:00:00+00
-6.71499999999997,53.6851,2409,Meath,195044,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,799,409.651155636677,,2020/05/31 00:00:00+00
-6.94519999999994,54.1857000000001,2410,Monaghan,61386,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,512,834.066399504773,,2020/05/31 00:00:00+00
-7.66069999999996,53.2632,2411,Offaly,77961,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,486,623.388617385616,,2020/05/31 00:00:00+00
-8.27349999999996,53.8008,2412,Roscommon,64544,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,338,523.673772930094,,2020/05/31 00:00:00+00
-8.53449999999998,54.1581,2413,Sligo,65535,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,124,189.211871519036,,2020/05/31 00:00:00+00
-7.92059999999998,52.6407,2414,Tipperary,159553,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,542,339.699034176731,,2020/05/31 00:00:00+00
-7.49349999999993,52.2035000000001,2415,Waterford,116176,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,148,127.39292108525,,2020/05/31 00:00:00+00
-7.42189999999994,53.5524,2416,Westmeath,88770,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,658,741.241410386392,,2020/05/31 00:00:00+00
-6.50369999999998,52.5164,2417,Wexford,149722,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,214,142.931566503253,,2020/05/31 00:00:00+00
-6.34419999999994,53.0205,2418,Wicklow,142425,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,682,478.848516763209,,2020/05/31 00:00:00+00
-6.83669999999995,52.7168,2419,Carlow,56932,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,158,277.524063795405,,2020/06/01 00:00:00+00
-7.29369999999994,53.9878,2420,Cavan,76176,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,843,1106.64776307498,,2020/06/01 00:00:00+00
-8.98889999999994,52.8917000000001,2421,Clare,118817,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,368,309.719989563783,,2020/06/01 00:00:00+00
-8.63719999999995,51.9517000000001,2422,Cork,542868,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1518,279.62598642764,,2020/06/01 00:00:00+00
-7.95999999999998,54.8989,2423,Donegal,159192,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,462,290.215588723051,,2020/06/01 00:00:00+00
-6.29199999999997,53.3605000000001,2424,Dublin,1347359,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12004,890.928104536356,,2020/06/01 00:00:00+00
-8.73619999999994,53.3705,2425,Galway,258058,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,479,185.617186833968,,2020/06/01 00:00:00+00
-9.56499999999994,52.1689000000001,2426,Kerry,147707,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,307,207.843907194649,,2020/06/01 00:00:00+00
-6.78369999999995,53.2380000000001,2427,Kildare,222504,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1447,650.325387408766,,2020/06/01 00:00:00+00
-7.21749999999997,52.5816,2428,Kilkenny,99232,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,342,344.646888100613,,2020/06/01 00:00:00+00
-7.34229999999997,52.9952000000001,2429,Laois,84697,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,257,303.434596266692,,2020/06/01 00:00:00+00
-7.99389999999994,54.1261000000001,2430,Leitrim,32044,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,81,252.777431032331,,2020/06/01 00:00:00+00
-8.74119999999994,52.5255000000001,2431,Limerick,194899,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,579,297.076947547191,,2020/06/01 00:00:00+00
-7.69519999999994,53.7325000000001,2432,Longford,40873,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,284,694.835221295232,,2020/06/01 00:00:00+00
-6.48699999999997,53.9161,2433,Louth,128884,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,775,601.315911982868,,2020/06/01 00:00:00+00
-9.25369999999998,53.9191000000001,2434,Mayo,130507,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,568,435.225696705924,,2020/06/01 00:00:00+00
-6.71499999999997,53.6851,2435,Meath,195044,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,800,410.163860462255,,2020/06/01 00:00:00+00
-6.94519999999994,54.1857000000001,2436,Monaghan,61386,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,512,834.066399504773,,2020/06/01 00:00:00+00
-7.66069999999996,53.2632,2437,Offaly,77961,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,486,623.388617385616,,2020/06/01 00:00:00+00
-8.27349999999996,53.8008,2438,Roscommon,64544,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,339,525.223103619236,,2020/06/01 00:00:00+00
-8.53449999999998,54.1581,2439,Sligo,65535,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,124,189.211871519036,,2020/06/01 00:00:00+00
-7.92059999999998,52.6407,2440,Tipperary,159553,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,542,339.699034176731,,2020/06/01 00:00:00+00
-7.49349999999993,52.2035000000001,2441,Waterford,116176,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,148,127.39292108525,,2020/06/01 00:00:00+00
-7.42189999999994,53.5524,2442,Westmeath,88770,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,658,741.241410386392,,2020/06/01 00:00:00+00
-6.50369999999998,52.5164,2443,Wexford,149722,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,214,142.931566503253,,2020/06/01 00:00:00+00
-6.34419999999994,53.0205,2444,Wicklow,142425,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,682,478.848516763209,,2020/06/01 00:00:00+00
-6.83669999999995,52.7168,2445,Carlow,56932,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,161,282.793508044685,,2020/06/02 00:00:00+00
-7.29369999999994,53.9878,2446,Cavan,76176,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,845,1109.27326191976,,2020/06/02 00:00:00+00
-8.98889999999994,52.8917000000001,2447,Clare,118817,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,368,309.719989563783,,2020/06/02 00:00:00+00
-8.63719999999995,51.9517000000001,2448,Cork,542868,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1522,280.362813796356,,2020/06/02 00:00:00+00
-7.95999999999998,54.8989,2449,Donegal,159192,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,462,290.215588723051,,2020/06/02 00:00:00+00
-6.29199999999997,53.3605000000001,2450,Dublin,1347359,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12020,892.115612839637,,2020/06/02 00:00:00+00
-8.73619999999994,53.3705,2451,Galway,258058,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,479,185.617186833968,,2020/06/02 00:00:00+00
-9.56499999999994,52.1689000000001,2452,Kerry,147707,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,307,207.843907194649,,2020/06/02 00:00:00+00
-6.78369999999995,53.2380000000001,2453,Kildare,222504,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1448,650.77481753137,,2020/06/02 00:00:00+00
-7.21749999999997,52.5816,2454,Kilkenny,99232,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,342,344.646888100613,,2020/06/02 00:00:00+00
-7.34229999999997,52.9952000000001,2455,Laois,84697,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,257,303.434596266692,,2020/06/02 00:00:00+00
-7.99389999999994,54.1261000000001,2456,Leitrim,32044,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,81,252.777431032331,,2020/06/02 00:00:00+00
-8.74119999999994,52.5255000000001,2457,Limerick,194899,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,579,297.076947547191,,2020/06/02 00:00:00+00
-7.69519999999994,53.7325000000001,2458,Longford,40873,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,285,697.281824187116,,2020/06/02 00:00:00+00
-6.48699999999997,53.9161,2459,Louth,128884,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,776,602.091803482201,,2020/06/02 00:00:00+00
-9.25369999999998,53.9191000000001,2460,Mayo,130507,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,568,435.225696705924,,2020/06/02 00:00:00+00
-6.71499999999997,53.6851,2461,Meath,195044,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,800,410.163860462255,,2020/06/02 00:00:00+00
-6.94519999999994,54.1857000000001,2462,Monaghan,61386,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,521,848.727722933568,,2020/06/02 00:00:00+00
-7.66069999999996,53.2632,2463,Offaly,77961,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,486,623.388617385616,,2020/06/02 00:00:00+00
-8.27349999999996,53.8008,2464,Roscommon,64544,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,340,526.772434308379,,2020/06/02 00:00:00+00
-8.53449999999998,54.1581,2465,Sligo,65535,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,124,189.211871519036,,2020/06/02 00:00:00+00
-7.92059999999998,52.6407,2466,Tipperary,159553,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,543,340.325785162297,,2020/06/02 00:00:00+00
-7.49349999999993,52.2035000000001,2467,Waterford,116176,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,148,127.39292108525,,2020/06/02 00:00:00+00
-7.42189999999994,53.5524,2468,Westmeath,88770,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,658,741.241410386392,,2020/06/02 00:00:00+00
-6.50369999999998,52.5164,2469,Wexford,149722,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,214,142.931566503253,,2020/06/02 00:00:00+00
-6.34419999999994,53.0205,2470,Wicklow,142425,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,683,479.550640688081,,2020/06/02 00:00:00+00
-6.83669999999995,52.7168,2471,Carlow,56932,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,162,284.549989461111,,2020/06/03 00:00:00+00
-7.29369999999994,53.9878,2472,Cavan,76176,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,853,1119.77525729889,,2020/06/03 00:00:00+00
-8.98889999999994,52.8917000000001,2473,Clare,118817,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,368,309.719989563783,,2020/06/03 00:00:00+00
-8.63719999999995,51.9517000000001,2474,Cork,542868,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1528,281.468054849429,,2020/06/03 00:00:00+00
-7.95999999999998,54.8989,2475,Donegal,159192,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,462,290.215588723051,,2020/06/03 00:00:00+00
-6.29199999999997,53.3605000000001,2476,Dublin,1347359,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12028,892.709366991277,,2020/06/03 00:00:00+00
-8.73619999999994,53.3705,2477,Galway,258058,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,479,185.617186833968,,2020/06/03 00:00:00+00
-9.56499999999994,52.1689000000001,2478,Kerry,147707,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,307,207.843907194649,,2020/06/03 00:00:00+00
-6.78369999999995,53.2380000000001,2479,Kildare,222504,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1448,650.77481753137,,2020/06/03 00:00:00+00
-7.21749999999997,52.5816,2480,Kilkenny,99232,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,342,344.646888100613,,2020/06/03 00:00:00+00
-7.34229999999997,52.9952000000001,2481,Laois,84697,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,257,303.434596266692,,2020/06/03 00:00:00+00
-7.99389999999994,54.1261000000001,2482,Leitrim,32044,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,81,252.777431032331,,2020/06/03 00:00:00+00
-8.74119999999994,52.5255000000001,2483,Limerick,194899,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,579,297.076947547191,,2020/06/03 00:00:00+00
-7.69519999999994,53.7325000000001,2484,Longford,40873,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,285,697.281824187116,,2020/06/03 00:00:00+00
-6.48699999999997,53.9161,2485,Louth,128884,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,777,602.867694981534,,2020/06/03 00:00:00+00
-9.25369999999998,53.9191000000001,2486,Mayo,130507,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,568,435.225696705924,,2020/06/03 00:00:00+00
-6.71499999999997,53.6851,2487,Meath,195044,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,802,411.18927011341,,2020/06/03 00:00:00+00
-6.94519999999994,54.1857000000001,2488,Monaghan,61386,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,528,860.130974489297,,2020/06/03 00:00:00+00
-7.66069999999996,53.2632,2489,Offaly,77961,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,486,623.388617385616,,2020/06/03 00:00:00+00
-8.27349999999996,53.8008,2490,Roscommon,64544,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,341,528.321764997521,,2020/06/03 00:00:00+00
-8.53449999999998,54.1581,2491,Sligo,65535,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,124,189.211871519036,,2020/06/03 00:00:00+00
-7.92059999999998,52.6407,2492,Tipperary,159553,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,543,340.325785162297,,2020/06/03 00:00:00+00
-7.49349999999993,52.2035000000001,2493,Waterford,116176,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,150,129.114447045861,,2020/06/03 00:00:00+00
-7.42189999999994,53.5524,2494,Westmeath,88770,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,658,741.241410386392,,2020/06/03 00:00:00+00
-6.50369999999998,52.5164,2495,Wexford,149722,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,214,142.931566503253,,2020/06/03 00:00:00+00
-6.34419999999994,53.0205,2496,Wicklow,142425,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,683,479.550640688081,,2020/06/03 00:00:00+00
-6.83669999999995,52.7168,2497,Carlow,56932,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,162,284.549989461111,,2020/06/04 00:00:00+00
-7.29369999999994,53.9878,2498,Cavan,76176,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,856,1123.71350556606,,2020/06/04 00:00:00+00
-8.98889999999994,52.8917000000001,2499,Clare,118817,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,368,309.719989563783,,2020/06/04 00:00:00+00
-8.63719999999995,51.9517000000001,2500,Cork,542868,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1529,281.652261691608,,2020/06/04 00:00:00+00
-7.95999999999998,54.8989,2501,Donegal,159192,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,462,290.215588723051,,2020/06/04 00:00:00+00
-6.29199999999997,53.3605000000001,2502,Dublin,1347359,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12039,893.525778949783,,2020/06/04 00:00:00+00
-8.73619999999994,53.3705,2503,Galway,258058,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,479,185.617186833968,,2020/06/04 00:00:00+00
-9.56499999999994,52.1689000000001,2504,Kerry,147707,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,307,207.843907194649,,2020/06/04 00:00:00+00
-6.78369999999995,53.2380000000001,2505,Kildare,222504,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1452,652.572538021788,,2020/06/04 00:00:00+00
-7.21749999999997,52.5816,2506,Kilkenny,99232,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,345,347.670106417285,,2020/06/04 00:00:00+00
-7.34229999999997,52.9952000000001,2507,Laois,84697,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,258,304.615275629597,,2020/06/04 00:00:00+00
-7.99389999999994,54.1261000000001,2508,Leitrim,32044,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,81,252.777431032331,,2020/06/04 00:00:00+00
-8.74119999999994,52.5255000000001,2509,Limerick,194899,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,579,297.076947547191,,2020/06/04 00:00:00+00
-7.69519999999994,53.7325000000001,2510,Longford,40873,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,285,697.281824187116,,2020/06/04 00:00:00+00
-6.48699999999997,53.9161,2511,Louth,128884,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,777,602.867694981534,,2020/06/04 00:00:00+00
-9.25369999999998,53.9191000000001,2512,Mayo,130507,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,568,435.225696705924,,2020/06/04 00:00:00+00
-6.71499999999997,53.6851,2513,Meath,195044,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,803,411.701974938988,,2020/06/04 00:00:00+00
-6.94519999999994,54.1857000000001,2514,Monaghan,61386,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,529,861.76001042583,,2020/06/04 00:00:00+00
-7.66069999999996,53.2632,2515,Offaly,77961,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,486,623.388617385616,,2020/06/04 00:00:00+00
-8.27349999999996,53.8008,2516,Roscommon,64544,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,341,528.321764997521,,2020/06/04 00:00:00+00
-8.53449999999998,54.1581,2517,Sligo,65535,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,124,189.211871519036,,2020/06/04 00:00:00+00
-7.92059999999998,52.6407,2518,Tipperary,159553,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,543,340.325785162297,,2020/06/04 00:00:00+00
-7.49349999999993,52.2035000000001,2519,Waterford,116176,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,150,129.114447045861,,2020/06/04 00:00:00+00
-7.42189999999994,53.5524,2520,Westmeath,88770,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,658,741.241410386392,,2020/06/04 00:00:00+00
-6.50369999999998,52.5164,2521,Wexford,149722,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,215,143.599471019623,,2020/06/04 00:00:00+00
-6.34419999999994,53.0205,2522,Wicklow,142425,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,683,479.550640688081,,2020/06/04 00:00:00+00
