No Intervention,School Closure,Intense Lockdown,Relax Intervention 1,Relax Intervention 2,Relax Intervention 3,Lockdown Level 2,Lockdown Level 3,Lockdown Level 5,Pre-christmas Level 3,Holiday period,After-christmas Level 5
0.970192633,2.097566199,0.166604163,0.053877281,0.19408668,0.367159568,0.531055885,0.289189768,0.163799771,0.908936487,0.725811386,0.024265184
1.025271907,2.092978889,0.154767927,0.035904576,0.200178012,0.41545945,0.466926739,0.329621308,0.161137013,0.619104227,0.925222687,0.012669366
1.103932279,2.140070708,0.132856248,0.075753129,0.168213793,0.437931683,0.413688532,0.349358169,0.150156977,0.792188873,0.738600078,0.010239758
1.105776456,1.942019845,0.171643307,0.049332974,0.233998956,0.349622457,0.512668353,0.297741093,0.159835289,0.826706855,0.748625602,0.012440608
1.129627805,1.978141655,0.16218888,0.065075867,0.157040664,0.416384063,0.416730236,0.348042683,0.140397291,0.913814535,0.668045008,0.022157695
1.304273818,1.787778461,0.168822672,0.020782046,0.209692811,0.408437843,0.460086362,0.28635605,0.182725924,0.670819968,0.847509342,0.081174258
0.911786717,2.001091618,0.176029803,0.051060904,0.180892944,0.396527237,0.474097857,0.327930246,0.151607339,0.815659681,0.765967344,0.018958399
1.242140105,1.805127087,0.165046914,0.064594711,0.182332364,0.386561173,0.498824914,0.322162329,0.165999653,0.656973074,0.786228662,0.019642597
0.84690085,2.253911487,0.157404664,0.068167111,0.140805107,0.409746825,0.467569998,0.339764748,0.170023782,0.661492239,0.84607999,0.015107949
1.077837256,2.135868174,0.145512078,0.048138077,0.125765453,0.463724945,0.445340055,0.296295859,0.176864313,0.82849181,0.728896687,0.007506094
1.097361324,2.142518127,0.151572975,0.056854435,0.165378209,0.407211487,0.505952544,0.286065337,0.140321981,0.964277358,0.688915102,0.01997108
0.913395907,2.184405352,0.164701657,0.03899384,0.191078664,0.420040527,0.432241262,0.332079689,0.171497615,0.49567485,1.063758592,0.011540019
1.361489147,1.828171512,0.1409782,0.08039655,0.258625353,0.372226565,0.454730581,0.297458807,0.166192416,0.850366264,0.671771026,0.059779442
0.917184072,2.208025544,0.141224966,0.044809883,0.130777653,0.469754634,0.459029834,0.295638553,0.18522929,0.59695141,0.919805793,0.027739145
1.010413866,2.261130553,0.127147986,0.061163774,0.236863252,0.390376598,0.453595864,0.324557377,0.150178014,0.976404322,0.616941441,0.011711144
0.863198429,2.2567199,0.161564448,0.071154465,0.183257736,0.373010114,0.514422626,0.285624466,0.140666195,0.947111892,0.707172116,0.015965041
1.057316635,2.06479194,0.170762855,0.047690409,0.159141511,0.38856979,0.489148808,0.322710987,0.160564367,0.792549412,0.650753259,0.020521574
0.962998262,2.311917732,0.126354683,0.034894442,0.159893859,0.495328803,0.436476087,0.278885984,0.172876948,0.775088968,0.695612652,0.048663011
1.125925073,2.007751517,0.169535221,0.061760979,0.112303705,0.436595545,0.432401127,0.327472373,0.158629765,0.839454727,0.704621818,0.013151736
1.291708723,1.829689866,0.149041882,0.080617708,0.193625419,0.391668265,0.472995281,0.307349015,0.172050602,0.755756841,0.742103374,0.020687557
0.961287834,2.206284127,0.148137383,0.048713461,0.222080098,0.375599131,0.483678294,0.319249319,0.159521196,0.982346084,0.565669397,0.005623699
0.969219936,2.229205646,0.14951291,0.053954754,0.185843824,0.33231544,0.669955917,0.286636755,0.137745475,0.79793382,0.764211248,0.079326903
1.123669031,2.020216504,0.153060726,0.066216324,0.156817626,0.430337425,0.441197255,0.311725245,0.163070077,0.731950356,0.85142068,0.020037314
0.792472394,2.338951373,0.170339353,0.043338364,0.175978925,0.413234768,0.429673441,0.346189463,0.155974803,0.621611107,0.861055482,0.072348217
0.807381541,2.307805147,0.156689203,0.059043973,0.132017357,0.449076821,0.425587417,0.328512235,0.154590684,0.874358943,0.611377361,0.028840586
1.156875103,2.005428412,0.16395708,0.074388216,0.18961451,0.373256658,0.427181024,0.376274439,0.14189364,0.834063669,0.762402723,0.005616738
1.067604392,2.104781272,0.150603085,0.044102757,0.233861507,0.389444702,0.474827938,0.298298159,0.145358747,0.921133499,0.737778891,0.0045863
1.190851257,1.913646353,0.163152787,0.059431578,0.186840583,0.387388928,0.478267499,0.315051305,0.173507748,0.653495816,0.758348162,0.05417319
0.893227686,2.150876698,0.173531097,0.037298706,0.134040389,0.443621016,0.446028757,0.294902779,0.146774794,1.033776394,0.616606632,0.053088158
1.384580005,1.64468986,0.178669555,0.025010461,0.149045447,0.44386728,0.455359546,0.311410289,0.164698102,0.819047044,0.719739465,0.001217806
0.907948271,2.321341399,0.154009698,0.066120312,0.152372319,0.402440017,0.483301493,0.304322377,0.153262643,0.73293572,0.890312437,0.011338648
0.887733018,2.303678495,0.149803228,0.06070396,0.180207783,0.379781029,0.526983788,0.295170403,0.166450934,0.735077021,0.784747979,0.027490221
0.993043844,2.110117575,0.147637462,0.107155335,0.121102965,0.425187882,0.433612867,0.342906266,0.129696439,1.03801768,0.473461095,0.086277125
1.197997735,1.939010618,0.144654518,0.048363243,0.172881828,0.434511757,0.473745584,0.291938138,0.179005137,0.753495985,0.766185954,0.031327312
0.908368754,2.289224957,0.16339761,0.046680471,0.057330276,0.46858301,0.506752635,0.278292994,0.169868898,0.843201117,0.614124644,0.153494568
1.211394415,1.86363602,0.179777055,0.027914661,0.111609074,0.407880514,0.554367506,0.279730794,0.193177938,0.491260159,0.919906098,0.062431666
1.030942052,2.089805053,0.151495229,0.062014028,0.188076844,0.406402589,0.452303612,0.353517358,0.151411805,0.738255864,0.780572774,0.018494507
1.039702347,2.115188507,0.151754165,0.07918357,0.138833175,0.394579689,0.510238781,0.324624505,0.151979935,0.708160923,0.789286863,0.042245106
1.027608218,2.039079561,0.176680719,0.042567571,0.124696067,0.437786765,0.399705205,0.36666474,0.146932643,0.953470392,0.571396875,0.021426644
1.034298991,2.081881128,0.151642509,0.040584358,0.156915168,0.449013745,0.474013341,0.306607548,0.13393091,0.913385803,0.743131872,0.005623894
1.081055809,2.009970936,0.157592914,0.034543169,0.159316414,0.436013981,0.470264947,0.318388071,0.141900618,0.987461755,0.558520485,0.011415462
0.900535168,2.202381839,0.148196552,0.05462209,0.166751675,0.4333195,0.423098067,0.334590018,0.172948383,0.751076373,0.769398042,0.022136416
0.931406522,2.233940661,0.147483259,0.108909007,0.218374245,0.329218586,0.542928119,0.328964904,0.102589777,1.058435567,0.741481149,0.011310127
0.787849503,2.484316481,0.13136384,0.078760409,0.185979725,0.353902475,0.5773665,0.279620426,0.182172685,0.794004085,0.762840727,0.019074228
0.791133447,2.383727409,0.146658243,0.047118454,0.182293317,0.430518105,0.446285271,0.333086979,0.140149584,0.793286541,0.802408176,0.020052539
0.836910353,2.257126181,0.160798361,0.05919148,0.195783231,0.379341537,0.504305303,0.291864646,0.185693624,0.45884046,1.121016629,0.025365388
1.155255192,1.957174076,0.152850411,0.054933634,0.161568366,0.444691759,0.417236037,0.359486381,0.10395899,1.01415872,0.672406955,0.015989508
1.061029079,2.091815705,0.158719877,0.077066065,0.115519737,0.444319131,0.402313278,0.339955293,0.165437805,0.760361532,0.74304606,0.015165059
1.149381541,2.093031812,0.135793935,0.076030044,0.186856822,0.387343579,0.519055766,0.285485282,0.171386604,0.7016764,0.853801029,0.013433052
1.442107284,1.790240905,0.13658071,0.092226929,0.113399842,0.442466984,0.444363161,0.348992932,0.135688698,0.995491221,0.565356301,0.020273482
0.921193113,2.143886099,0.165761257,0.063926121,0.181829618,0.40296468,0.409747328,0.358139071,0.138973059,0.91242557,0.625847683,0.014307069
1.277722404,1.959836091,0.132014182,0.111629862,0.175462591,0.400529764,0.48837671,0.286646581,0.142698153,0.993625289,0.617889634,0.012611934
1.423274978,1.757413655,0.150587587,0.066678645,0.133798483,0.454696963,0.421017968,0.318517038,0.153883325,0.940041148,0.644288486,0.00827956
1.081760047,2.036896448,0.152418295,0.084934108,0.199958503,0.385446065,0.420348882,0.343173592,0.171967258,0.790202781,0.58532223,0.071440722
1.143447635,1.95160415,0.155761887,0.07234345,0.14189125,0.453414339,0.397803724,0.329320008,0.13578697,0.932018607,0.736358652,0.013739415
0.930729667,2.176968195,0.146668839,0.032491492,0.168152611,0.462596564,0.44507153,0.313835353,0.144734485,0.95792102,0.659684141,0.008113363
1.22153797,1.893931959,0.164809325,0.060024975,0.166060983,0.369169532,0.519712783,0.322716793,0.11709133,1.198754121,0.587597131,0.019699756
0.87971843,2.352083813,0.142544913,0.095522801,0.147060562,0.422700054,0.421101476,0.325887312,0.141635122,0.910105527,0.793895096,0.008658902
0.970166838,2.110366726,0.165559744,0.061802356,0.147060505,0.405874409,0.494661776,0.285435893,0.165604776,0.813621168,0.710824292,0.015792904
1.123771483,2.260119568,0.121646631,0.048660544,0.18596962,0.443526342,0.42983156,0.310556883,0.174028982,0.836458793,0.718479391,0.016534694
1.110064456,1.924658498,0.166286192,0.07040289,0.131343935,0.418083162,0.46358465,0.319553008,0.15658668,0.8318265,0.707728943,0.014596533
0.974722199,2.037777403,0.168188342,0.06174957,0.168342257,0.404440859,0.43920475,0.321645213,0.171617423,0.916338906,0.558608407,0.030319324
0.86490194,2.153671194,0.168747721,0.08090502,0.130933346,0.414339936,0.451496538,0.336530123,0.122100837,0.99870627,0.680359336,0.009804724
1.170360415,1.965432471,0.157289636,0.026479792,0.138380457,0.41957232,0.542211226,0.27588269,0.186092963,0.724656121,0.714619296,0.124218655
1.425094602,1.761443514,0.153878676,0.049329963,0.145485712,0.411481315,0.538259136,0.277492409,0.169538551,0.63536082,0.966141036,0.028355215
0.876962197,2.282525244,0.159414066,0.055072994,0.16361779,0.400642179,0.459808831,0.350154007,0.135725376,0.846120356,0.735122762,0.009387283
0.984111376,2.134513578,0.160118703,0.053281539,0.15530901,0.41635649,0.459728568,0.345146897,0.150407467,0.856313294,0.676413863,0.011134932
0.819139412,2.328228433,0.159400662,0.048294517,0.184032692,0.368031234,0.531194795,0.28759322,0.204309294,0.66061491,0.725590718,0.063078509
1.060856763,2.101714159,0.157875486,0.038499071,0.156798095,0.415773027,0.466426813,0.343967004,0.154560553,0.763691398,0.718471937,0.024274423
0.951753071,2.277745396,0.14955184,0.052062688,0.144910779,0.442423742,0.442015422,0.318235165,0.163062302,0.728144863,0.672262556,0.023023189
0.936562796,2.258260229,0.156710774,0.060667442,0.147554945,0.401460232,0.539300266,0.276523413,0.128981318,0.980016446,0.686952202,0.024640306
0.913495884,2.251490221,0.170778617,0.022996083,0.126693755,0.432369598,0.484095637,0.303258021,0.165595268,0.832572097,0.637440402,0.071565817
0.896599431,2.206712796,0.14700455,0.085261444,0.137954288,0.436032101,0.424058007,0.373947355,0.093111841,0.968701581,0.742867673,0.026801308
1.174112016,1.921767795,0.16696091,0.065798246,0.154404543,0.392482207,0.510585451,0.268333598,0.21273257,0.555934724,0.896254981,0.019355891
0.969552095,1.989429842,0.174158916,0.080955265,0.204508122,0.357014478,0.505702968,0.296004833,0.155913664,0.795745923,0.829250133,0.00632819
0.994335838,2.170618237,0.146587781,0.071259559,0.18869359,0.375159471,0.517819771,0.319574297,0.146397033,0.878148262,0.668923281,0.039675692
1.06455836,1.954825331,0.15782747,0.056353863,0.197096923,0.408558829,0.462207772,0.319324327,0.149726875,0.895702138,0.678888246,0.020142369
0.965036692,2.047463948,0.180226967,0.036732024,0.136436145,0.411475411,0.499136487,0.308764919,0.142950957,0.909070413,0.669172765,0.062835038
1.121196221,1.999505476,0.154019257,0.04014857,0.20250989,0.412728928,0.46670467,0.31467272,0.146819686,0.850121174,0.790772403,0.029902418
1.145024593,1.997101539,0.168338662,0.048635837,0.135946877,0.409533667,0.495235054,0.31148656,0.148091908,0.877438712,0.694246314,0.012929163
1.037498446,1.959397715,0.164844385,0.091491146,0.145334799,0.401319574,0.497999895,0.2802028,0.151646264,0.868635026,0.684514699,0.014803841
1.04572528,2.02190852,0.16112877,0.032678958,0.184995427,0.424567324,0.448137542,0.309527614,0.182859195,0.710988057,0.796561878,0.034676271
0.976683014,2.116327337,0.159143414,0.078417741,0.141789471,0.402730782,0.477844078,0.339607466,0.124987073,0.925922383,0.751883798,0.018695383
0.975468149,2.280734086,0.138447025,0.042382979,0.150100496,0.477547191,0.365557768,0.392629444,0.117810784,1.011007231,0.592084096,0.065936876
0.934869728,2.179648514,0.171719624,0.049577518,0.174384984,0.386961206,0.483138425,0.292111616,0.150304368,0.996001321,0.603441871,0.016528461
1.0583541,2.005046827,0.156080798,0.055612883,0.152286492,0.433616713,0.479850124,0.303530914,0.153810992,0.81397012,0.690882843,0.008771424
1.04067708,2.173825498,0.149915513,0.054325796,0.184861373,0.407272272,0.450884145,0.327334139,0.121731498,1.03832256,0.609531167,0.010151198
1.159595423,2.004904002,0.142881264,0.086359096,0.153139584,0.416716998,0.494289651,0.291410214,0.12845145,1.00784668,0.734455522,0.010615129
1.152892118,1.967389289,0.157695061,0.100203282,0.10862182,0.396181171,0.540458335,0.289257309,0.14548786,0.918786865,0.737737157,0.005679245
0.919841671,2.129760961,0.17222038,0.05829828,0.185898146,0.351531696,0.57141338,0.300453819,0.149556555,0.825719776,0.736807906,0.008037366
0.904361194,2.187117607,0.162522635,0.145717482,0.149917425,0.323309277,0.560579017,0.291231435,0.182171986,0.670732879,0.919861871,0.000683198
1.128882842,2.138796042,0.134697032,0.066501891,0.14173717,0.465019119,0.419112511,0.305318912,0.127023411,1.208553115,0.492665999,0.01541338
0.970902204,2.044613886,0.174354911,0.060756122,0.156777261,0.406067893,0.484355033,0.280884769,0.180888233,0.860886375,0.648881011,0.017804415
0.922487874,2.206420004,0.164642609,0.040152125,0.159911269,0.395958537,0.508408552,0.319465933,0.151309904,0.79933907,0.691386125,0.032719516
1.293192266,1.772474802,0.167361093,0.068953616,0.162825584,0.408973619,0.455468739,0.320013937,0.114140224,1.046707535,0.73847943,0.006651842
1.083859009,2.013815064,0.164738993,0.025111912,0.186366872,0.428472634,0.430336763,0.3060773,0.199810722,0.630548557,0.871514939,0.03446746
1.344457207,1.841008465,0.145104534,0.079847525,0.231242176,0.350585628,0.552463756,0.277066058,0.163784933,0.850550998,0.712077135,0.013950228
1.091409218,1.952882369,0.153370678,0.033675608,0.146525063,0.469133725,0.451735349,0.310555292,0.163080862,0.699867514,0.844388051,0.035282606
1.709174944,1.554542379,0.147322555,0.128346429,0.138032323,0.3958108,0.490569855,0.304652616,0.142222323,0.908486764,0.69196501,0.010790337
0.807037802,2.354646856,0.157902298,0.058717936,0.178103773,0.40214328,0.474096468,0.309853137,0.167241098,0.676640955,0.882904187,0.028838679
1.163230466,1.96781113,0.156499502,0.035711325,0.165747478,0.431137062,0.494341011,0.306728516,0.170472286,0.595562353,0.845686489,0.03105864
0.850621284,2.288505765,0.161216604,0.027857691,0.214132247,0.411414339,0.408434082,0.366176933,0.130119941,0.943864085,0.549052239,0.145643689
0.929371221,2.092453068,0.171897284,0.045144439,0.072637085,0.517252751,0.367369592,0.372273552,0.142593938,0.887827516,0.660917292,0.005820144
1.219953723,1.953278082,0.142345237,0.080382926,0.167248289,0.390944974,0.503301149,0.324059749,0.145267439,0.875905404,0.625740084,0.023622767
1.159883067,2.01999295,0.155248694,0.065861978,0.14975757,0.416374779,0.476825451,0.338502191,0.137994018,0.761271004,0.795656856,0.010867735
1.359881983,1.685743688,0.181646218,0.016125174,0.131027621,0.464101667,0.457112597,0.282496363,0.164666388,0.834104326,0.621997175,0.06113611
0.965059005,2.319572819,0.140460386,0.055129185,0.180643859,0.408024421,0.46710601,0.331392655,0.155784283,0.714404556,0.727246191,0.06006463
1.202450698,1.88802504,0.169267033,0.075357163,0.167256269,0.369147562,0.49731945,0.317152836,0.137395781,0.990212207,0.557062599,0.024795171
1.683965019,1.640100707,0.147687358,0.023725152,0.123853452,0.474460292,0.460196219,0.321982409,0.117414475,0.892094244,0.785550469,0.073316536
1.023806534,2.129366693,0.14892126,0.071206094,0.283581203,0.30279984,0.582734967,0.291108663,0.170404888,0.753191891,0.789419235,0.008445799
0.945832409,2.102854542,0.161709817,0.058956559,0.153994689,0.424304322,0.451595202,0.316829963,0.14514791,0.984696931,0.537944194,0.018126818
1.094096634,1.983118795,0.158194354,0.069024935,0.231575434,0.329089583,0.584309543,0.287561666,0.154908425,0.881082679,0.659911218,0.030308482
1.041693223,2.098873561,0.162876234,0.074603852,0.159985691,0.37889233,0.47511698,0.344321634,0.139969154,0.950319961,0.603624547,0.014663277
0.927920086,2.245619851,0.155963775,0.067478479,0.168016042,0.3838254,0.501040359,0.299830844,0.178514294,0.562559765,1.035450861,0.003763569
0.948170402,2.142219377,0.151816541,0.063444313,0.131003475,0.452797688,0.479037273,0.280495113,0.177884503,0.705072247,0.85566801,0.012233661
0.891618961,2.212332755,0.163041042,0.05328961,0.145664843,0.436279652,0.431650153,0.315845387,0.165712132,0.694993856,0.864667835,0.020943591
1.40357747,1.619900248,0.178708281,0.064368869,0.161399514,0.367092885,0.526515111,0.328869102,0.107454632,1.072528462,0.672317127,0.048741199
0.809814439,2.55689974,0.119393349,0.168975043,0.125659106,0.35606628,0.578083817,0.272200042,0.138196964,0.979853849,0.627314873,0.05937144
1.080198562,2.093420635,0.140291615,0.062129789,0.172546666,0.419046239,0.495090159,0.309135951,0.125180991,0.891232392,0.869058466,0.013928198
0.659867122,2.543457904,0.148185131,0.060186635,0.232564518,0.357669249,0.5256112,0.322614406,0.10993241,1.11128087,0.561677846,0.058213048
1.12472029,1.974682593,0.147021868,0.058159207,0.173511991,0.43573795,0.437939261,0.322079723,0.156905239,0.795231999,0.758394509,0.013439532
1.134109204,2.183484498,0.133471614,0.027702548,0.210546913,0.407532959,0.49340598,0.306584775,0.152105543,0.854243119,0.776317113,0.051180489
1.248639387,1.877897778,0.170028489,0.037942688,0.173162753,0.382405064,0.521556669,0.288538786,0.169285319,0.756935815,0.741086264,0.03715575
1.062403212,2.129155922,0.153322754,0.059868814,0.165936007,0.414821409,0.475797282,0.26999619,0.178947129,0.755696355,0.782199801,0.021466146
0.656244337,2.523255304,0.164991239,0.028642301,0.13405807,0.428735745,0.487985956,0.32503796,0.116584581,1.00820511,0.681773856,0.032091604
1.206518664,1.954994684,0.136476898,0.073372701,0.174143541,0.427751243,0.454607016,0.334413983,0.147115356,0.796741154,0.688824574,0.013088934
1.943968626,1.353236676,0.153264754,0.052730298,0.35769902,0.317684439,0.515761759,0.307205236,0.121899315,0.967509026,0.900553985,0.000578621
1.063513247,2.089171579,0.163929387,0.033868404,0.10414156,0.446001484,0.507926507,0.290157432,0.165331601,0.767732438,0.777044007,0.05160577
1.03193309,2.053698162,0.161366871,0.070001944,0.104467296,0.428955644,0.484030648,0.325648989,0.126011368,1.044885164,0.673149824,0.016942216
0.925566487,2.277795738,0.145579741,0.059576773,0.220645727,0.410554316,0.405372234,0.336254742,0.144318955,0.863495206,0.771749017,0.011476306
1.089776694,2.071249023,0.150450023,0.060201549,0.205123591,0.392571922,0.456363585,0.324871077,0.141583162,0.891245737,0.718546471,0.014614584
1.149137882,2.090804832,0.128653723,0.111426548,0.152266799,0.400475468,0.488870772,0.321363543,0.148272369,0.906915959,0.663769939,0.016574576
1.260651723,1.949321348,0.156465151,0.045779494,0.167426186,0.419024819,0.433141129,0.353748012,0.125651824,0.990865905,0.644082905,0.024114103
1.109179341,1.98438063,0.159652466,0.048151683,0.18627953,0.403397215,0.462869316,0.362967599,0.105864017,1.04802135,0.601466065,0.010600116
1.265117927,1.986630574,0.137470884,0.071101032,0.16437531,0.434608585,0.468897129,0.284010259,0.160300656,0.880384776,0.716366407,0.008681484
1.180715617,1.935007534,0.171538907,0.054823071,0.150545353,0.418397426,0.434179005,0.325066152,0.158635068,0.799750649,0.709704532,0.015202459
0.790200867,2.332882199,0.151965859,0.098021626,0.164260178,0.390556951,0.479948162,0.299952669,0.161661916,0.8249684,0.611816148,0.119497361
1.352579999,1.839646143,0.146584016,0.059198963,0.162584687,0.427831347,0.489138158,0.290220661,0.158008846,0.837352376,0.711452747,0.017526883
1.223258708,1.798317239,0.167516333,0.033763234,0.15810896,0.453161663,0.463343157,0.290105469,0.163418335,0.783045033,0.729924799,0.084415757
1.248480145,1.781652084,0.188237562,0.067745965,0.161225029,0.355895643,0.510174876,0.30824683,0.188925259,0.417536998,1.1170913,0.009803745
0.994858886,2.187550569,0.134931919,0.064271802,0.177196809,0.444731686,0.418898119,0.346572582,0.143882084,0.895811441,0.645986257,0.019909189
1.243490165,1.826785481,0.169753686,0.07387602,0.147976376,0.404788851,0.457433417,0.308361202,0.161835813,0.80794478,0.81534895,0.010996243
0.920962677,2.132242051,0.168505504,0.075285045,0.116934642,0.436802967,0.456956149,0.303548783,0.153093429,0.761164718,0.865483627,0.013646712
0.836571171,2.247675111,0.160186625,0.039261545,0.204040312,0.38836457,0.50067325,0.319141607,0.133049342,1.014551966,0.537212887,0.018085484
0.929103449,2.28526298,0.148954005,0.068251038,0.158222891,0.401230778,0.483833151,0.333416168,0.157279319,0.765890705,0.716733244,0.038894623
1.197229967,1.901478327,0.160852442,0.114434761,0.136317672,0.38166167,0.474869842,0.326564023,0.137327975,0.902188246,0.691253099,0.002766064
1.570063678,1.681459974,0.146513002,0.073914094,0.218269082,0.365412526,0.515896619,0.257599517,0.215892587,0.737136044,0.630839107,0.020577093
1.068546089,1.957113779,0.156593226,0.059703147,0.202517107,0.378049842,0.512610848,0.315732399,0.142606823,0.805788094,0.771087147,0.017803607
1.017717095,2.079833862,0.151414175,0.084698412,0.193519618,0.366103101,0.552024647,0.284555712,0.162156725,0.718876352,0.889559152,0.011466494
1.432900872,1.639801143,0.171912499,0.057063572,0.183438343,0.392298867,0.471533599,0.328055959,0.138711758,0.934520635,0.662156885,0.023651816
1.092737416,2.149966891,0.124899108,0.070479048,0.239000133,0.425314482,0.39223578,0.328316237,0.152171563,0.807021662,0.757732087,0.071194815
1.470089801,1.619060895,0.163247421,0.063941738,0.145720555,0.442628912,0.413123004,0.351997034,0.117469306,1.00948906,0.585467039,0.011071422
0.921873836,2.208595327,0.151130127,0.119079133,0.145753885,0.385401687,0.475276167,0.30685978,0.176496845,0.554786693,0.970350299,0.040720384
0.657126178,2.43628904,0.154320123,0.116648341,0.13150001,0.41754689,0.444330618,0.344013629,0.087772369,1.322633696,0.527388625,0.008020658
0.966229168,2.144765369,0.152439169,0.023855248,0.17293838,0.435199241,0.484810141,0.303474335,0.163022072,0.831191076,0.641726766,0.037058289
1.39270846,1.704639719,0.16516975,0.047072372,0.144541375,0.455738629,0.408209487,0.359315334,0.13339412,0.967827323,0.520065568,0.027406789
1.083524007,1.958730558,0.160992669,0.059675896,0.219036523,0.360735598,0.530062304,0.29784748,0.151583135,0.771916231,0.695089702,0.018745922
1.292685836,1.887440668,0.16448172,0.057139366,0.157991103,0.399019488,0.476421321,0.321754219,0.149506895,0.86956167,0.640314786,0.015641195
1.102423884,2.061840624,0.154028202,0.055664057,0.187804914,0.409447776,0.461659778,0.326993454,0.134406469,0.80436484,0.820612967,0.023154312
1.166235736,1.961303364,0.159826798,0.050735844,0.203729651,0.387668848,0.454161406,0.326633874,0.157358451,0.855933543,0.736739543,0.027456087
1.209210255,1.906156368,0.15719677,0.090027925,0.116533089,0.424507241,0.487796425,0.30244233,0.17962629,0.672362276,0.730514403,0.063962546
0.967018171,2.091060924,0.1629517,0.086204983,0.14738564,0.406443188,0.417397985,0.35511543,0.150594125,0.950559091,0.541998169,0.063682568
1.010435058,2.186855679,0.13957563,0.109533699,0.164340664,0.369234476,0.503611189,0.3194441,0.155881072,0.842935546,0.713463378,0.010775554
1.249953052,1.914652142,0.154114005,0.073337156,0.149998731,0.410252959,0.421060587,0.380989887,0.118884994,1.058813264,0.70856472,0.005736586
1.012708505,2.104097203,0.152804418,0.06384896,0.189784035,0.425940056,0.424825544,0.297811792,0.168651978,0.919597365,0.562051857,0.061817054
0.851827244,2.313007632,0.144934018,0.046017483,0.134932063,0.453807111,0.46798734,0.303029416,0.134996459,0.968556338,0.756018306,0.002037562
1.666870224,1.459658288,0.160997138,0.075000726,0.11093484,0.467193602,0.430259866,0.306971822,0.17403928,0.697834639,0.852977134,0.050637964
0.978548714,2.180506205,0.165908893,0.058968209,0.147653093,0.418480847,0.433271405,0.329265829,0.172280669,0.645549409,0.863536712,0.015306446
1.030769307,2.183797001,0.127832565,0.01809213,0.188214138,0.507840942,0.377699713,0.34682046,0.113518742,1.134918027,0.423132809,0.14391045
1.083857249,1.960285068,0.156641811,0.110450978,0.119124067,0.405031577,0.509159408,0.289169124,0.173420787,0.781540536,0.776937463,0.008799801
0.882590956,2.228169327,0.15800508,0.044950774,0.153544816,0.434608544,0.461550622,0.288583177,0.159060169,0.876755338,0.757381829,0.009057847
1.017314608,2.148210485,0.150144709,0.073200004,0.180275975,0.394042444,0.462474429,0.316765022,0.155088163,0.94639351,0.553259751,0.026771026
1.057501827,1.972784007,0.172335526,0.0534531,0.154492731,0.394019593,0.487639928,0.339138754,0.130549535,0.820536922,0.825877559,0.015998616
1.079494036,2.073672676,0.144130358,0.050757615,0.181894095,0.425208352,0.472079485,0.313588443,0.164578172,0.784493352,0.650694783,0.028001596
1.023187355,2.122202004,0.162375763,0.041638063,0.179417731,0.399504386,0.470976861,0.327122336,0.163398579,0.747218804,0.753618768,0.031139097
1.047890502,2.13054038,0.150812939,0.058841697,0.179321219,0.378780643,0.567240829,0.277086794,0.149554809,0.705968878,0.961939654,0.016675898
1.332426325,1.806221706,0.137992298,0.106973952,0.094401519,0.462298208,0.447226073,0.329134512,0.124088438,0.982670522,0.654584709,0.001933529
0.854839807,2.339069052,0.159606128,0.031212066,0.085384794,0.481593104,0.44163558,0.301975963,0.183125402,0.652129955,0.890634464,0.026709566
0.901717992,2.144575649,0.164070064,0.043232831,0.154596365,0.437691153,0.442542722,0.326352532,0.157196318,0.920906042,0.552952407,0.011839582
0.939426476,2.123942445,0.15540235,0.057509196,0.162880532,0.430394013,0.485112571,0.279553449,0.176317553,0.790888738,0.703066444,0.014313135
0.917556266,2.183480907,0.154274332,0.023361567,0.110143917,0.51279006,0.40921057,0.325484046,0.142847043,0.967671712,0.603366963,0.054860272
1.066751269,2.018975204,0.165935963,0.065086992,0.138772871,0.42500498,0.444496789,0.326727666,0.160930904,0.749858899,0.828908429,0.025872912
0.911564071,2.10956017,0.17525615,0.047047723,0.153352923,0.413250135,0.480498228,0.30480785,0.156449355,0.817978303,0.693056521,0.01257202
1.022097588,1.941341979,0.177544979,0.07740047,0.165890344,0.394729881,0.431432337,0.324635803,0.104708731,1.226815783,0.539741591,0.078177518
1.377519688,1.89629996,0.138402676,0.057160666,0.175133078,0.439718529,0.448806794,0.300352507,0.162419278,0.848532712,0.671968447,0.01719725
1.050334154,2.034297513,0.163702415,0.063403331,0.149373962,0.41669485,0.462414636,0.301160376,0.166047955,0.815997116,0.75809007,0.017237137
1.254376488,1.908107592,0.149982386,0.038816313,0.28364139,0.3673119,0.463008721,0.324896457,0.130414907,0.879872364,0.846387953,0.000751123
0.930938495,2.220761257,0.145224664,0.081337435,0.160982021,0.433050978,0.39868087,0.308420643,0.197518804,0.760541134,0.768111272,0.014157871
1.070529463,2.045928817,0.172425138,0.036627214,0.162607087,0.397661222,0.472077316,0.33986419,0.139870414,0.849170094,0.724142113,0.020797241
0.939983554,2.241095454,0.152922892,0.04613191,0.134967243,0.426318907,0.494925368,0.292008367,0.190957129,0.764368765,0.692799368,0.018496139
0.846442785,2.292739997,0.141667391,0.084123221,0.171257288,0.408433233,0.483481599,0.334517965,0.115569428,1.040762283,0.57198684,0.009652832
1.395421698,1.827365985,0.155186776,0.06458556,0.132585127,0.436514131,0.431117175,0.337651085,0.122663631,0.973274701,0.626179377,0.053616231
