No Intervention,School Closure,Intense Lockdown,Relax Intervention 1,Relax Intervention 2,Relax Intervention 3,Lockdown Level 2,Lockdown Level 3,Lockdown Level 5,Pre-christmas Level 3,Holiday period,After-christmas Level 5
0.73968521,2.377748409,0.166199193,0.040083217,0.189389153,0.388519712,0.505462482,0.284788399,0.150401798,0.81834755,0.822532219,0.017798927
0.930886747,2.148797146,0.167078872,0.036409422,0.198809746,0.382411046,0.498952418,0.321294009,0.142562541,0.868184558,0.698540691,0.018738177
1.079863027,2.142811927,0.148359989,0.046424352,0.146541449,0.430028775,0.477550122,0.264414012,0.202760293,0.738658127,0.712811796,0.044417004
0.953809077,1.923594112,0.190118157,0.044644893,0.144195337,0.437999429,0.410235529,0.345171683,0.15409325,0.795138599,0.716608327,0.012990984
0.808836296,2.217429773,0.18449497,0.024069716,0.19418561,0.383485654,0.518763688,0.276292754,0.178243903,0.80752363,0.678787135,0.021734394
1.292823892,1.785384374,0.175754396,0.050692693,0.131754488,0.399568247,0.482978579,0.355406927,0.117295332,0.943018133,0.752027428,0.042218141
1.399920108,1.809386019,0.148064453,0.064480625,0.100407815,0.470359322,0.440288787,0.344451114,0.101120141,1.029334114,0.771198531,0.110251822
1.154056526,1.851571307,0.170412279,0.04289318,0.194325854,0.40439054,0.46896648,0.323071356,0.156813287,0.727500572,0.857053415,0.042369716
0.985727285,2.161118026,0.163317004,0.066425223,0.166988232,0.379637721,0.516639782,0.305065121,0.144539731,0.8404149,0.764308306,0.011554757
1.252388696,1.924507691,0.143239311,0.043075123,0.204914852,0.402196664,0.523249736,0.281193956,0.168488346,0.784552362,0.675635995,0.021744026
1.290425102,1.918192664,0.14979335,0.065429235,0.186205405,0.402908451,0.478620743,0.290043142,0.171079355,0.762874383,0.741778579,0.018420554
1.079706718,2.150914577,0.153495369,0.030580948,0.157551315,0.452100969,0.401679279,0.348320262,0.130953214,0.988041188,0.550751274,0.080261482
1.278043898,1.867882109,0.164375983,0.037832831,0.231793469,0.387965,0.424526342,0.343934341,0.126650753,1.037513126,0.598557998,0.033301901
0.822015692,2.467431661,0.131914989,0.039955496,0.240722734,0.398335216,0.465377309,0.344654081,0.14870442,0.727158387,0.753861987,0.051640015
0.901425672,2.331661597,0.146431381,0.047290247,0.204428728,0.384248296,0.519679215,0.28438437,0.178929898,0.764045112,0.723351068,0.034149958
0.946204335,2.08381833,0.164066679,0.054770239,0.207131175,0.378249536,0.447170845,0.363285058,0.124522607,0.92158464,0.712231809,0.022762887
1.116008467,2.064404306,0.155816757,0.044481715,0.158322484,0.438776165,0.430416306,0.343923485,0.123054051,0.935090137,0.64903683,0.037145465
1.101770555,2.1012942,0.153198376,0.041010426,0.167567292,0.419644867,0.497689016,0.290064557,0.154885249,0.912752795,0.641399377,0.035970328
1.391258916,1.834551415,0.154554915,0.059952306,0.146797653,0.419234151,0.440867081,0.363580265,0.138557634,0.858129641,0.776977668,0.009037145
1.165571819,1.926779289,0.161360691,0.038483349,0.213464225,0.398914734,0.47567345,0.293437323,0.166574383,0.880640026,0.507439311,0.135571785
0.918584845,2.245302003,0.171288228,0.0509396,0.15043045,0.409846775,0.453103629,0.307089542,0.171730182,0.669995424,0.858303492,0.019910391
1.193478637,2.01369974,0.158738061,0.060359061,0.170348042,0.392744539,0.483571078,0.298467316,0.147001536,0.989124212,0.649469777,0.019660449
0.856465486,2.171007648,0.166221161,0.043169588,0.145747665,0.422988132,0.477707158,0.331516073,0.151052214,0.775178468,0.75440267,0.015501124
0.949480338,2.265153312,0.1435831,0.070219025,0.154413844,0.387030501,0.535473842,0.306815507,0.15513555,0.877807699,0.705701027,0.012023302
1.153864571,2.000551761,0.144141916,0.112661998,0.112366683,0.419141019,0.46813462,0.345222291,0.105583331,0.993489519,0.654427939,0.037570582
0.892139449,2.150668821,0.150476695,0.062858547,0.196734032,0.403084992,0.48167454,0.311016532,0.135505876,1.031071715,0.591838976,0.011250748
1.350046304,1.801692888,0.155709541,0.03098471,0.254408525,0.364429727,0.537820874,0.278384731,0.185533166,0.748944414,0.559267275,0.113546805
0.962002388,2.089579752,0.168447933,0.059944825,0.11059843,0.448577815,0.46677344,0.285361905,0.181438828,0.725888413,0.676914526,0.072473428
1.223540599,1.888055875,0.156160168,0.051525035,0.151945708,0.430052619,0.450095554,0.323165205,0.172615171,0.709955812,0.854828417,0.016510786
0.935149186,2.24021342,0.149027581,0.112147138,0.125041999,0.401704228,0.470176614,0.320968298,0.137002705,0.930115453,0.689870571,0.012200985
1.106624717,1.940076156,0.166906009,0.082604895,0.124699097,0.389098431,0.540875885,0.292152581,0.111313789,1.102318253,0.719721696,0.010181684
0.935602999,2.15489661,0.162785178,0.046206074,0.13484381,0.420763292,0.472797815,0.336588419,0.147591573,0.799210043,0.729832353,0.078173946
0.973262507,2.168485102,0.158180704,0.033716788,0.128199308,0.437246578,0.509980507,0.303583335,0.146342327,0.936869634,0.699433877,0.024709909
1.507283036,1.723304291,0.139414609,0.068394343,0.156772849,0.433285817,0.456949067,0.331130333,0.145362981,0.81645512,0.735802033,0.006457898
0.991630716,2.135130451,0.167037294,0.026260517,0.186297261,0.413292702,0.460913925,0.293261043,0.180818158,0.712386215,0.740552769,0.027160198
1.283286445,1.922690755,0.148910023,0.072698786,0.234119416,0.384216896,0.407992234,0.323846601,0.182825232,0.559268123,1.024235833,0.016122824
1.17662746,1.947939128,0.155335928,0.077755707,0.160216374,0.41304633,0.461464875,0.305242689,0.172003521,0.768707836,0.778527352,0.018549645
1.005691198,1.987138623,0.170003696,0.049592041,0.1522935,0.427856269,0.455301477,0.306021695,0.155327913,0.810609414,0.801092559,0.071127756
0.93606133,2.101783041,0.175897523,0.04799544,0.170006876,0.38779788,0.47223036,0.302284634,0.180473591,0.891918725,0.624318643,0.002966897
1.03079839,1.99015315,0.170656853,0.060699685,0.171501274,0.41374393,0.450148071,0.298265928,0.161466963,0.879651754,0.659171853,0.012072055
1.086539457,1.967953972,0.163580027,0.044428801,0.250428557,0.354936972,0.466022098,0.362132348,0.122774208,1.092443842,0.54419736,0.008990647
1.188149844,1.926494553,0.155102879,0.063126116,0.147644808,0.441448778,0.424684913,0.358384666,0.125088751,0.81567558,0.72953268,0.020300098
1.206376108,2.003858306,0.141020853,0.076721389,0.147376933,0.432186551,0.436696907,0.319581752,0.140861069,0.972017421,0.615636853,0.05628169
1.170079716,1.904852159,0.152159836,0.113552788,0.170317803,0.385525867,0.433558147,0.345059755,0.13051,0.959599766,0.608463152,0.131749238
1.092442149,2.014416431,0.166848455,0.040484388,0.174533474,0.399420322,0.474723525,0.323405576,0.154662133,0.780474118,0.777649972,0.014910601
1.098628843,1.985108354,0.155532734,0.036414248,0.242080901,0.389586547,0.478529306,0.322074522,0.115013186,1.107379284,0.593433967,0.015855764
1.121971125,1.974441799,0.160534414,0.058804072,0.174776106,0.389924276,0.477593481,0.318670451,0.174312788,0.762122628,0.593418045,0.116294357
1.116617494,2.171427939,0.125400123,0.0948162,0.130340452,0.46854289,0.405447977,0.334895541,0.144579011,0.803814504,0.781796434,0.010038677
0.990471531,2.247159779,0.14111847,0.046529304,0.122485959,0.484635864,0.421901208,0.332245523,0.11988052,0.863438237,0.817451673,0.013673548
1.389275047,1.711341877,0.167125897,0.080036148,0.140585483,0.395024978,0.471036741,0.307995972,0.189086198,0.598497442,0.724856658,0.035156993
1.274226122,1.979106686,0.139134616,0.086717103,0.155098168,0.413652821,0.473002769,0.320435446,0.162401703,0.748155835,0.719645203,0.023407643
0.812793385,2.217762321,0.161301242,0.055543453,0.191187776,0.389851985,0.466567247,0.319857528,0.172498479,0.770019335,0.673393776,0.043361344
0.95879443,2.135010714,0.159163299,0.067198635,0.205928432,0.384915497,0.451981151,0.3455813,0.110730731,1.02992705,0.682573922,0.027536927
0.990565971,2.140211947,0.15833208,0.063068128,0.164746525,0.37652354,0.509601677,0.354798273,0.100849215,0.961503531,0.774248005,0.01741393
1.150481668,1.939182108,0.173566952,0.040693651,0.073210416,0.466440049,0.488532445,0.264177738,0.187694688,0.862811674,0.544529992,0.093161203
1.066836626,2.09959356,0.149589167,0.057244322,0.172484871,0.417227959,0.479886299,0.309370677,0.133620234,0.837690028,0.837452258,0.007156503
1.187736202,2.101673993,0.133617014,0.049464252,0.20686026,0.419901911,0.439015226,0.330207589,0.157006558,0.747624635,0.826402537,0.009846909
1.159794002,2.124345104,0.138900267,0.070868189,0.1529668,0.425373973,0.471275412,0.283363919,0.185811227,0.688664063,0.876472344,0.009095509
1.202713727,1.893065157,0.154418159,0.054220832,0.12775192,0.448547237,0.439617382,0.359515998,0.129482321,0.767626262,0.879871056,0.030235605
1.088061755,2.093276418,0.142566158,0.051480476,0.203553628,0.409877321,0.458989167,0.303248128,0.172001769,0.817407039,0.745917673,0.009121084
1.156731253,2.050717509,0.144653794,0.057833594,0.207496831,0.379905406,0.521389409,0.262405042,0.224443442,0.453689133,0.993227851,0.077285404
1.251718538,1.879547587,0.156450175,0.060731565,0.318793515,0.300838623,0.566906274,0.301259266,0.145840197,0.707187235,0.972047486,0.004802708
1.082808122,1.934695826,0.167799452,0.052433673,0.14464341,0.431841874,0.437759892,0.325951255,0.13618096,0.94609346,0.687470968,0.044379256
0.824635421,2.333775378,0.156114857,0.073806208,0.101869814,0.449164089,0.457180397,0.318718689,0.154682774,0.836358125,0.769273157,0.010622444
1.347095283,1.746877232,0.16013374,0.071919453,0.208102413,0.370051827,0.459439483,0.322800458,0.152990743,0.839436139,0.820001961,0.009816173
1.090069031,1.983864477,0.155906439,0.057685505,0.132366082,0.436073521,0.485470876,0.317694713,0.149495432,0.710922151,0.887341471,0.024575636
1.001518757,2.15558451,0.146097942,0.027972372,0.231068179,0.419510302,0.442760502,0.306140299,0.170733519,0.801925724,0.627611808,0.033666572
0.936014042,2.304702668,0.134295363,0.104305587,0.153129828,0.394508469,0.509681841,0.31955596,0.100710794,1.216850359,0.577707804,0.011332807
1.429349363,1.621604557,0.168800827,0.061136971,0.114790868,0.449536343,0.424834228,0.348849338,0.177174259,0.487740945,1.004337368,0.06324153
0.934214457,2.142140018,0.162380008,0.042406445,0.187249008,0.406242467,0.49011139,0.303595731,0.150871049,0.786854614,0.707474337,0.029899136
0.996963238,2.172214571,0.147618136,0.06379118,0.288536842,0.336127904,0.513456289,0.292402633,0.190547505,0.588988816,0.859623866,0.078271171
1.022641385,2.113918917,0.160274149,0.077765302,0.205794876,0.358576596,0.475082691,0.349811512,0.143542751,0.783166412,0.749147917,0.00350363
1.14360158,2.095781681,0.140319553,0.076594581,0.266471139,0.341380502,0.485357274,0.316714745,0.152937971,0.822681223,0.864070564,0.004426984
0.959819938,2.155916742,0.153427068,0.065540816,0.131056368,0.427069911,0.451780832,0.353686731,0.147994314,0.768020236,0.756364027,0.010866977
0.931836222,2.197692437,0.159947187,0.026199577,0.31773827,0.356711182,0.463202107,0.276303071,0.202612225,0.645710481,0.70654241,0.058259322
1.144208123,1.93801476,0.14566504,0.07436731,0.194440137,0.426489081,0.418792233,0.327084492,0.156582121,0.787922389,0.794889584,0.010131775
1.203515055,1.893575912,0.153082504,0.065529427,0.221066739,0.371675035,0.473820461,0.343668335,0.140476234,0.86064322,0.69353534,0.022086598
1.185256826,2.050999899,0.133762699,0.098816272,0.245998612,0.35078576,0.45692744,0.329803126,0.168038973,0.721599925,0.862395494,0.008614731
0.83693722,2.068735487,0.18269776,0.071134712,0.144778346,0.404820459,0.454570842,0.330808047,0.134228043,0.973357837,0.65502673,0.010502165
1.065761337,2.042228745,0.154356565,0.063109106,0.141854264,0.422035819,0.46475779,0.346118827,0.146940085,0.72450614,0.776357872,0.019102825
0.69970224,2.422256012,0.166824525,0.065596772,0.116093827,0.41977749,0.462215462,0.342010986,0.143928213,0.882332373,0.55527262,0.08514362
0.641292668,2.519029656,0.164974076,0.04017679,0.141203893,0.414506166,0.499824826,0.309969006,0.158842383,0.891841944,0.534089852,0.078142203
1.257414514,1.953440321,0.14359835,0.035779226,0.255624479,0.39769517,0.434234852,0.334511291,0.141535195,0.806643645,0.771950489,0.041720077
1.214951086,1.953621329,0.164300571,0.049951877,0.198893656,0.360338915,0.532415942,0.284914219,0.153047063,0.989604069,0.621242494,0.003075291
1.047111719,2.045885322,0.163288798,0.038494533,0.174733402,0.42939564,0.453112816,0.3339195,0.138609225,0.830948752,0.71686369,0.026278181
1.101218603,1.913253087,0.164175746,0.072332499,0.187695634,0.384959862,0.500380664,0.294110794,0.134803568,0.980124028,0.604423597,0.027532322
1.042992889,2.130066127,0.132819685,0.046980374,0.174336366,0.4656646,0.397291265,0.358993485,0.132198478,1.014464386,0.59032315,0.034452026
0.868560364,2.306567279,0.146436473,0.068066811,0.188188571,0.411946611,0.44918269,0.325557952,0.114334105,1.144050298,0.580823865,0.011645224
1.200309864,1.954316266,0.15202176,0.056073272,0.238771532,0.362654826,0.482782544,0.318081814,0.13791395,1.037450507,0.54807769,0.017668935
1.301390776,1.807624227,0.163437594,0.067767988,0.161728669,0.384701441,0.506105798,0.324912935,0.130463729,0.795262901,0.963758119,0.00661831
1.013289466,2.235852129,0.140075434,0.066852746,0.145490878,0.436030631,0.44820314,0.334335511,0.133099854,0.864734384,0.732806396,0.030143361
1.084765158,1.93559451,0.171392821,0.059173584,0.164090631,0.40601211,0.450471194,0.350766124,0.158383799,0.744834225,0.790293196,0.02060158
1.1970903,1.980190962,0.159809161,0.057616998,0.150560337,0.401267021,0.494672475,0.295135125,0.15340719,0.955474522,0.642597835,0.017523839
1.037643471,2.109805309,0.149032713,0.031876032,0.170475978,0.436161947,0.445691005,0.355050068,0.136408246,0.906255599,0.729595396,0.004298076
0.806560084,2.235831087,0.17436889,0.059204215,0.165405565,0.390724439,0.4515486,0.351263435,0.120932947,1.09323701,0.556962303,0.008728889
0.927004772,2.249514393,0.153742387,0.057786559,0.144232046,0.42033335,0.456325804,0.3357263,0.137117527,0.917273809,0.65966352,0.0161671
1.317093074,1.774886501,0.167652421,0.07985967,0.126904416,0.444801887,0.364621222,0.367849193,0.146786064,0.931049706,0.673909174,0.009040218
1.10613146,2.094822759,0.149468818,0.064919281,0.18739585,0.395195729,0.443212764,0.351866989,0.140776377,0.877746841,0.692660542,0.021453671
1.015816497,2.15627981,0.149813535,0.053121062,0.162788035,0.391554916,0.511516936,0.334725424,0.151117245,0.810217727,0.733163893,0.028789361
1.11677558,2.108594007,0.151830687,0.036130167,0.174926838,0.40279684,0.492186566,0.318708217,0.149614349,0.833665641,0.736585232,0.073036367
0.855213162,2.27751326,0.146652237,0.057297085,0.170254623,0.378422248,0.565146691,0.312051454,0.151769573,0.645884503,0.868744765,0.02919635
1.299729442,1.754722272,0.174024556,0.073954544,0.11948921,0.395056298,0.548448798,0.284551595,0.149959175,0.905665854,0.708639109,0.016611356
1.010840795,2.042455269,0.167582656,0.058170445,0.150339093,0.413861117,0.478821396,0.285992541,0.183959074,0.677867017,0.842750803,0.020839541
1.066426609,2.119935928,0.14579774,0.042246015,0.155507737,0.459862584,0.439661953,0.314572848,0.166968515,0.732633903,0.724107552,0.055689275
1.079345568,2.188500448,0.13172996,0.058169403,0.197825593,0.413674263,0.472077637,0.316935964,0.172759626,0.670709224,0.877065129,0.021518541
0.996758992,2.129843008,0.146967746,0.084950753,0.138085701,0.433485047,0.425881654,0.352568832,0.133797355,0.921992904,0.63944316,0.021093387
0.836640794,2.322370117,0.144709199,0.116666187,0.168481425,0.391055076,0.423885647,0.341485639,0.14091847,1.007644283,0.611776033,0.003501693
1.076808502,2.028072426,0.167180655,0.047494409,0.18140524,0.379165777,0.546858521,0.27831052,0.13554233,0.925006662,0.808721041,0.007610526
1.360191408,1.845078308,0.14780402,0.068265552,0.17934254,0.412344518,0.448932305,0.331237625,0.137725736,0.961449526,0.723681329,0.007304017
0.80665119,2.222831642,0.171139597,0.023767022,0.143841985,0.455905665,0.413182359,0.349292034,0.159633524,0.679139246,0.836190713,0.036183999
1.100038502,2.015057612,0.16075569,0.037152928,0.227385388,0.381434158,0.481152576,0.334333122,0.120748471,0.915534327,0.728100703,0.008767639
1.008340813,2.20626204,0.146035163,0.07176518,0.177307445,0.389258822,0.529433378,0.287944254,0.136583553,0.833773846,0.84844242,0.010214303
1.124296789,2.006857748,0.147812554,0.100234736,0.169912014,0.385417264,0.479585431,0.32828462,0.115005626,1.046680015,0.740359819,0.014285414
1.203144301,1.954835576,0.159466565,0.07496525,0.188964984,0.373000052,0.486722679,0.313988851,0.134438791,1.002554622,0.686118295,0.013390314
1.009824664,2.019012458,0.173873738,0.04271429,0.148670457,0.391048332,0.508149128,0.332849941,0.164729061,0.790583626,0.553352887,0.073768432
1.168893566,1.932349755,0.149364854,0.055698791,0.170418381,0.431126984,0.428265508,0.338305351,0.16848635,0.721597244,0.792970194,0.028618389
0.622747795,2.595336525,0.154098655,0.074076079,0.163633446,0.388235071,0.485652703,0.328339455,0.133155798,0.905924143,0.665632332,0.045602371
0.856293969,2.204053272,0.160447348,0.094602152,0.135047478,0.380829966,0.491214627,0.354095923,0.147288985,0.854934045,0.700411606,0.005988718
0.923685879,2.059184104,0.171911863,0.065597804,0.155600339,0.407248298,0.480981448,0.297208402,0.164585211,0.815457841,0.725552678,0.020368416
1.183111718,2.063728081,0.132890607,0.068853167,0.170521685,0.435266411,0.436532487,0.335085626,0.149835927,0.854874681,0.627154324,0.021258404
1.084434239,2.070489612,0.147583217,0.057177265,0.14467473,0.442715042,0.451925485,0.292898728,0.169025146,0.823838255,0.723814337,0.026417748
1.124036676,2.112586073,0.144900286,0.082163272,0.184627848,0.398912031,0.467005503,0.301257715,0.154270605,0.889618135,0.597757834,0.019738916
1.10473791,1.993208047,0.154847222,0.090422649,0.159574596,0.395041459,0.461454526,0.333970387,0.157337083,0.771369019,0.797989315,0.015075818
1.147089574,2.17262185,0.124826666,0.05211285,0.199321431,0.435585549,0.445282061,0.340709392,0.1211306,1.111755326,0.438654239,0.117497171
1.089944795,2.070486167,0.139641483,0.064894615,0.162444071,0.43740208,0.453739396,0.310583172,0.152214865,0.893063561,0.633826769,0.022001826
1.220190399,1.850800867,0.160881444,0.063860893,0.154274713,0.431068187,0.441895428,0.322588192,0.104624066,1.171518622,0.587259999,0.013543688
0.892447848,2.030688975,0.176448473,0.039911209,0.213209492,0.380717315,0.48366732,0.325798472,0.166873296,0.669426782,0.755898535,0.038905241
1.059254859,1.971746742,0.172326949,0.062718271,0.145214695,0.406759818,0.457148882,0.315724436,0.163253469,0.810628553,0.772767091,0.02188772
1.002873339,2.069685718,0.166110395,0.056812754,0.158591298,0.399204445,0.504355999,0.293112393,0.127012712,1.063080654,0.70219816,0.006133385
1.195905566,1.85315059,0.167905847,0.055559271,0.171770036,0.401689638,0.440120704,0.352322579,0.158793653,0.750740119,0.775956738,0.02108828
1.131894353,2.074527355,0.139310574,0.085019511,0.213517066,0.358141758,0.545447616,0.267602552,0.179518323,0.801411377,0.640826826,0.012718013
1.116077154,1.968419873,0.175437684,0.040070238,0.127002088,0.426275029,0.482731764,0.308822511,0.151621634,0.928979851,0.620918626,0.005189309
