training,test
0.806018101810181,0.8291119926762283
0.8064306430643065,0.8289085545722714
0.8088058805880588,0.8314515308717323
0.8069181918191819,0.830434340351948
0.801992699269927,0.8178211779066219
0.8070744574457446,0.8312480927677754
0.8068681868186819,0.830230902247991
0.805561806180618,0.8322652832875598
0.8000737573757376,0.8157867968670532
0.8087433743374337,0.8337910690672363
0.8076370137013701,0.8337910690672363
0.8063556355635564,0.8283999593123792
0.8072057205720572,0.8319601261316244
0.807968296829683,0.827179330688638
0.8070619561956196,0.8297223069880989
0.8070369536953695,0.8319601261316244
0.806574407440744,0.8301291831960126
0.8064118911891189,0.8281965212084224
0.8059805980598059,0.8282982402604008
0.8065431543154316,0.830434340351948
0.8012738773877388,0.8168039873868376
0.801561406140614,0.8177194588546435
0.8064243924392439,0.8303326212999694
0.8068619361936193,0.8287051164683146
0.8058743374337434,0.8297223069880989
0.8057118211821181,0.8289085545722714
0.806018101810181,0.830230902247991
0.8062118711871187,0.8263655782728105
0.8073182318231823,0.8328755975994304
0.8071057105710571,0.8309429356118401
