training,test
0.8066619161916192,0.8261621401688536
0.805993099309931,0.8279930831044655
0.8086996199619962,0.8313498118197539
0.8062868786878687,0.8296205879361205
0.8013863886388639,0.8168039873868376
0.8063868886888689,0.831146373715797
0.8075057505750575,0.8297223069880989
0.7546629662966297,0.7886278099888109
0.8010363536353635,0.8167022683348591
0.8063056305630563,0.8259587020648967
0.8064118911891189,0.826467297324789
0.8068244324432443,0.828603397416336
0.8011426142614261,0.8227036924015868
0.8063306330633063,0.828603397416336
0.8006613161316132,0.8159902349710101
0.8071932193219322,0.8297223069880989
0.8066994199419942,0.8287051164683146
0.8072682268226823,0.8275862068965517
0.8061618661866187,0.8278913640524871
0.8075432543254325,0.8305360594039264
0.8056805680568057,0.828806835520293
0.8087683768376838,0.8362323263147188
0.8069056905690569,0.8305360594039264
0.8063493849384938,0.8289085545722714
0.8077745274527453,0.8275862068965517
0.8073869886988699,0.8291119926762283
0.8070744574457446,0.8306377784559048
0.8065556555655565,0.8263655782728105
0.8067556755675568,0.8309429356118401
0.8066994199419942,0.828806835520293
