training,test
0.7965923344361104,0.7900152968989014
0.7963987170745258,0.7891809205951884
0.7984274902980866,0.7932137393964678
0.7993282319367628,0.788763732443332
0.7919118451734559,0.7972465581977471
0.7909605946578445,0.7950215547211793
0.7980486737210731,0.787929356139619
0.7984695810288658,0.7925184258100404
0.7981917822057226,0.7918231122236129
0.7957252653820576,0.7855652899457656
0.7943025986817183,0.7934918648310388
0.7992777230598278,0.7946043665693228
0.79570001094359,0.7900152968989014
0.797021659890059,0.7883465442914754
0.7945130523356146,0.7833402864691976
0.7999259203138285,0.7897371714643304
0.7973920583209165,0.7826449728827701
0.7981833640595668,0.7921012376581839
0.7967186066284483,0.7894590460297595
0.7971479320823968,0.788763732443332
0.7903123974038437,0.8044778194965929
0.7967186066284483,0.790154359616187
0.7976614389979039,0.7883465442914754
0.7986379439519828,0.78820748157419
0.7998164844138024,0.7998887498261716
0.796794369943851,0.7884856070087609
0.8001532102600365,0.785982478097622
0.79949659485988,0.7911277986371854
0.7886708589034522,0.785148101793909
0.7992945593521394,0.787373105270477
