training,test
0.7037406015037594,0.7333733974358975
0.6930075187969925,0.7072315705128205
0.7050313283208021,0.7311698717948718
0.7038157894736842,0.7311698717948718
0.7083959899749374,0.7172475961538461
0.7062218045112781,0.7394831730769231
0.7071115288220552,0.7286658653846154
0.6979135338345864,0.7265625
0.711015037593985,0.7475961538461539
0.693577694235589,0.7240584935897436
0.6912593984962406,0.714042467948718
0.7012155388471178,0.7367788461538461
0.7023746867167919,0.7310697115384616
0.7128634085213033,0.7427884615384616
0.7062531328320802,0.725761217948718
0.7048684210526316,0.7301682692307693
0.6980764411027569,0.7242588141025641
0.6887907268170426,0.7093349358974359
0.7012155388471178,0.7336738782051282
0.7036340852130326,0.7235576923076923
0.6981516290726817,0.7172475961538461
0.7058208020050125,0.7277644230769231
0.711140350877193,0.7354767628205128
0.6997994987468672,0.7360777243589743
0.7100751879699249,0.741386217948718
0.6983646616541354,0.726963141025641
0.7033709273182958,0.7247596153846154
0.7069799498746867,0.7329727564102564
0.7113972431077694,0.7418870192307693
0.7102944862155388,0.7451923076923077
