training,test
0.807018201820182,0.8269758925846811
0.8068556855685568,0.831858407079646
0.807955795579558,0.8310446546638185
0.8070994599459946,0.8276879259485301
0.8060368536853685,0.8312480927677754
0.8036741174117411,0.8221950971416947
0.8057243224322432,0.8295188688841421
0.8026615161516152,0.8205675923100396
0.8064618961896189,0.8287051164683146
0.7815844084408441,0.8150747635032042
0.8070494549454945,0.8305360594039264
0.8073557355735573,0.8298240260400773
0.8020739573957396,0.8179228969586003
0.8026427642764277,0.8227036924015868
0.8064306430643065,0.8261621401688536
0.7770902090209021,0.7886278099888109
0.8066806680668067,0.8279930831044655
0.8077432743274328,0.8285016783643576
0.8069869486948695,0.8290102736242498
0.8091434143414341,0.8290102736242498
0.807030703070307,0.8320618451836029
0.8070494549454945,0.828603397416336
0.7766464146414641,0.7864917098972638
0.8056743174317431,0.8283999593123792
0.8042054205420542,0.8226019733496084
0.8077370237023702,0.8285016783643576
0.7781653165316531,0.790051876716509
0.7752962796279628,0.7909673481843149
0.8013488848884889,0.8167022683348591
0.8073369836983698,0.8301291831960126
