training,test
0.7601813409687426,0.6860431235431236
0.7627964686232402,0.6657925407925408
0.7653161536626103,0.6643356643356644
0.749825817227392,0.690413752913753
0.768217609162491,0.6713286713286714
0.7653734192316869,0.6697261072261073
0.7424958243855881,0.6978438228438228
0.7661083273681699,0.6627331002331002
0.7518014793605344,0.6821095571095571
0.7384108804581245,0.6824009324009324
0.7403006442376521,0.6963869463869464
0.7602958721068958,0.6672494172494172
0.7499594368885707,0.6939102564102564
0.7450536864710093,0.696969696969697
0.7502266762109282,0.6885198135198135
0.7675208780720592,0.6771561771561772
0.7366356478167502,0.6931818181818182
0.7361870675256502,0.6930361305361306
0.7343450250536865,0.692016317016317
0.7446241947029348,0.6810897435897436
0.7550083512288237,0.6842948717948718
0.7594464328322597,0.6743881118881119
0.7471629682653305,0.6892482517482518
0.7512383679312813,0.6885198135198135
0.7365402052016226,0.6956585081585082
0.7406537819136244,0.6939102564102564
0.7628155571462658,0.6828379953379954
0.7561441183488428,0.6797785547785548
0.7681317108088761,0.6765734265734266
0.7600190885230255,0.6608391608391608
